"age","gender","income","education_level","household_size","employment_status","region","urbanicity","marital_status","n_children","children_flag","housing_tenure","home_type","years_at_address","car_ownership","commute_mode","commute_minutes","spend_30d","web_visits","avg_time_on_site","pages_viewed","device_type","ad_clicks","email_opens","social_media_engagement","search_channel","purchase_amount","pet_ownership","time_visit"
30,"Female",675998,"Bachelor",2,"Employed","R03","Urban","Cohabiting",1,1,"Owner","Apartment",9,0,"Remote",0,754,4,4.1,2,"Tablet",0,4,0.7,"Organic",364,NA,700.6
30,"Male",908201,"Master",5,"Student","R01","Urban","Cohabiting",2,1,"Owner","Apartment",12,1,"Remote",0,2285,10,13.6,7,"Mobile",1,8,5.8,"Organic",228,NA,NA
36,"Female",648765,"Master",4,"Employed","R03","Urban","Cohabiting",1,1,"Owner","Apartment",9,1,"Car",19,831,9,16.1,5,"Mobile",1,9,6.1,"Organic",114,NA,NA
35,"Female",194760,"Bachelor",4,"Employed","R04","Urban","Cohabiting",1,1,"Renter","Apartment",6,0,"Bike",19,0,NA,8.1,4,"Desktop",0,3,1.9,NA,142,NA,NA
NA,"Male",482350,NA,2,"Employed","R17","Rural","Single",1,1,"Renter","House",4,1,"Car",71,509,4,9.8,3,"Mobile",1,6,1.8,NA,0,NA,NA
30,"Female",241528,"Bachelor",3,"Employed","R03","Urban","Cohabiting",2,1,"Renter","Apartment",6,0,"Remote",0,0,3,5.4,3,"Mobile",0,3,3.7,"Paid",128,NA,NA
32,"Female",346078,"Master",5,"Retired","R02","Urban","Cohabiting",1,1,"Renter","House",8,1,"Car",21,570,5,7.4,4,"Desktop",1,3,3.5,"Paid",0,NA,NA
41,"Female",245940,"Bachelor",3,"Student","R03","Urban","Divorced",1,1,"Owner","Townhouse",12,0,"Walk",46,0,13,10.2,5,"Desktop",1,5,5.5,"Organic",465,"Cat",NA
34,"Male",1150948,"Bachelor",2,"Student","R03","Urban","Married",2,1,"Owner","Apartment",11,1,"Bike",46,840,8,6.3,3,"Mobile",0,3,2.2,"Direct",121,NA,820.1
30,"Male",406665,"Bachelor",2,"Unemployed","R10","Suburban","Cohabiting",2,1,"Owner","House",5,0,"Remote",0,0,7,4.9,2,"Mobile",0,3,1.1,"Organic",0,NA,709.1
43,"Male",1252669,"Bachelor",3,"SelfEmployed","R03","Urban","Married",1,1,"Owner","Apartment",9,1,"Public",31,1366,12,8.4,5,"Desktop",2,5,5.9,"Direct",542,NA,NA
35,"Female",172625,"HighSchool",4,"Retired","R06","Suburban","Single",2,1,"Renter","Townhouse",6,1,"Car",28,171,6,5.8,8,"Desktop",1,5,3.7,"Organic",0,NA,NA
29,"Male",292465,"Master",5,"SelfEmployed","R02","Urban",NA,1,1,"Owner","Apartment",5,1,"Car",41,0,8,4.8,2,"Mobile",0,6,4,NA,85,NA,NA
51,"Male",696903,"Master",4,"Retired","R11","Suburban","Married",3,1,"Owner","House",14,1,"Car",33,932,7,9.6,1,"Mobile",0,3,2.7,"Direct",182,NA,NA
27,"Male",335794,"Other",1,"Employed","R08","Suburban","Cohabiting",2,1,"Renter","Apartment",7,1,"Car",49,0,6,6.9,6,"Mobile",2,4,3.5,"Organic",308,NA,NA
24,"Male",1341361,"Master",4,"Employed","R14","Rural","Cohabiting",1,1,"Owner","House",4,1,"Car",41,1154,9,7.7,3,"Tablet",0,5,4.1,"Organic",0,NA,NA
21,"Female",314429,"Bachelor",1,"SelfEmployed","R07","Suburban","Cohabiting",3,1,"Renter","House",3,1,"Car",30,0,5,8.5,2,"Mobile",1,6,3,"Paid",143,NA,NA
40,"Male",137403,"Master",3,"Employed","R04","Urban","Single",1,1,"Owner","Other",13,0,"Bike",20,887,5,7.7,3,"Mobile",0,5,1.8,"Referral",279,NA,NA
31,"Female",427790,"Bachelor",2,"Employed","R18","Rural","Cohabiting",2,1,"Owner","House",1,1,"Car",49,0,7,NA,2,"Tablet",0,7,4.2,"Organic",434,NA,NA
33,"Female",361650,"HighSchool",2,"Employed","R16","Rural","Cohabiting",1,1,"Renter","House",5,1,"Car",30,372,7,11.3,7,"Tablet",0,1,2.3,"Organic",0,NA,NA
37,"Female",417034,"Master",1,"Employed","R03","Urban","Cohabiting",2,1,"Owner","Apartment",6,0,"Remote",0,388,3,5.5,1,"Mobile",0,1,1.6,"Paid",0,NA,NA
32,"Female",285738,"Bachelor",4,"SelfEmployed","R02","Urban","Cohabiting",1,1,"Renter","Townhouse",13,0,"Remote",0,1595,7,9.2,5,"Desktop",0,5,4.8,"Organic",421,"Cat",NA
25,"Male",308627,"Bachelor",3,"Unemployed","R04","Urban",NA,1,1,"Renter","Apartment",7,1,"Bike",40,0,2,4.2,1,"Mobile",1,7,2.6,NA,685,NA,NA
23,"Female",290980,"PhD",6,"Employed","R02","Urban","Cohabiting",1,1,"Renter","Apartment",5,0,"Public",29,0,10,18.7,7,"Mobile",0,6,5.5,"Organic",997,"Dog",NA
32,"Female",359745,"Bachelor",4,"Employed","R04","Urban","Cohabiting",2,1,"Owner","Apartment",11,1,"Car",51,0,11,10.3,6,"Mobile",0,5,5.8,"Organic",373,NA,NA
36,"Male",239243,NA,NA,"SelfEmployed","R01","Urban","Married",0,0,"Renter","Apartment",7,1,"Bike",20,913,7,6.8,3,"Desktop",0,3,2.9,NA,0,NA,NA
21,"Female",831238,"HighSchool",4,"Employed","R17","Rural","Cohabiting",3,1,"Owner","Apartment",3,1,"Car",52,3416,4,9.3,4,"Mobile",0,3,1.8,"Organic",150,NA,NA
37,"Female",277424,"HighSchool",2,"Employed","R15","Rural","Cohabiting",2,1,"Owner","House",8,1,"Car",53,0,2,NA,1,"Mobile",0,3,1.1,"Paid",97,NA,NA
38,"Male",909482,"Bachelor",3,"Employed","R01","Urban","Married",2,1,"Owner","Other",10,1,"Car",25,1390,4,7.2,4,"Mobile",0,1,3.7,"Organic",0,NA,NA
47,"Male",202228,NA,NA,"Employed","R01","Urban","Cohabiting",2,1,"Owner","House",10,1,"Car",29,0,4,3.1,1,"Mobile",0,4,1.7,NA,0,NA,NA
36,"Male",715136,"Master",6,"SelfEmployed","R03","Urban","Married",2,1,"Renter","Townhouse",10,1,"Car",31,2778,9,21.5,4,"Desktop",0,7,5.3,"Organic",272,NA,NA
37,"Female",322944,NA,NA,"Unemployed","R02","Urban","Married",2,1,"Owner","Townhouse",12,1,"Car",31,0,5,4.6,6,"Tablet",0,5,1.5,NA,150,NA,NA
40,"Male",483767,"HighSchool",2,"Employed","R02","Urban","Married",1,1,"Owner","Apartment",8,0,"Public",49,1423,5,8.2,2,"Desktop",0,1,2.4,"Direct",409,NA,960.9
35,"Female",685187,"Master",5,"Retired","R01","Urban","Single",3,1,"Owner","Apartment",8,0,"Car",38,1263,NA,4.6,2,"Mobile",0,2,2.9,NA,265,NA,NA
34,"Male",271734,"HighSchool",5,"Employed","R01","Urban","Married",2,1,"Renter","Apartment",7,1,"Public",22,0,9,4.8,1,"Tablet",0,4,3.3,"Paid",208,NA,NA
36,"Male",512763,NA,NA,"Unemployed","R07","Suburban","Cohabiting",2,1,"Renter","Townhouse",11,1,"Car",32,2418,5,8.4,4,"Mobile",1,2,3,NA,335,NA,NA
41,"Male",439074,"Bachelor",3,"SelfEmployed","R03","Urban","Divorced",1,1,"Owner","Apartment",12,1,"Public",29,1104,3,NA,1,"Mobile",1,5,2.9,"Organic",0,NA,NA
32,"Male",243239,"Master",3,"Employed","R07","Suburban","Single",1,1,"Renter","Townhouse",0,1,"Car",46,503,5,4,1,"Mobile",0,5,1.5,"Organic",40,NA,NA
31,"Male",617967,"PhD",2,"Employed","R01","Urban","Single",2,1,"Owner","House",7,1,"Car",32,3050,7,14.4,3,"Mobile",0,5,5.9,"Paid",334,NA,NA
29,"Female",126886,"Other",1,"Unemployed","R04","Urban","Single",1,1,"Renter","Apartment",6,0,"Bike",34,106,5,7.1,5,"Desktop",1,8,4.1,"Paid",614,NA,NA
28,"Female",1052006,"HighSchool",1,"Unemployed","R01","Urban","Cohabiting",3,1,"Renter","House",10,1,"Car",41,1150,7,7.2,1,"Mobile",0,2,2.3,"Paid",193,NA,NA
NA,"Male",868897,NA,3,"Employed","R02","Urban","Married",3,1,"Renter","Apartment",9,1,"Public",31,1746,2,5.5,2,"Tablet",0,1,1.2,NA,0,NA,NA
49,"Male",402754,"Master",3,"Employed","R03","Urban",NA,2,1,"Owner","Townhouse",14,1,"Remote",0,1199,9,14.7,5,"Tablet",0,8,3.5,NA,475,NA,NA
28,"Female",354780,"PhD",2,"SelfEmployed","R03","Urban","Single",1,1,"Renter","Townhouse",10,0,"Public",12,770,5,17.1,3,"Tablet",0,2,4,"Organic",121,"Dog",646.2
34,"Female",544610,NA,1,"Student","R14","Rural",NA,1,1,"Owner","Other",6,1,"Car",33,619,6,6.8,3,"Desktop",0,5,0.6,NA,370,NA,NA
28,"Female",344567,NA,NA,"Employed","R15","Rural","Cohabiting",2,1,"Owner","House",10,1,"Car",35,656,9,8.9,5,"Mobile",0,5,5,NA,339,"Dog",NA
43,"Male",404167,"Bachelor",2,"Unemployed","R06","Suburban","Married",3,1,"Owner","House",5,0,"Bike",27,410,5,8.4,3,"Mobile",0,3,3.4,"Organic",167,"Fish",1021.6
33,"Female",510625,"Bachelor",4,"Employed","R03","Urban","Cohabiting",2,1,"Owner","Apartment",13,1,"Car",45,1517,8,11.6,6,"Desktop",0,3,4.5,"Direct",758,NA,NA
36,"Male",427173,"Bachelor",2,"Employed","R17","Rural","Single",1,1,"Renter","Townhouse",6,1,"Car",34,652,12,11.3,1,"Mobile",1,4,4.8,"Organic",478,NA,875.8
38,"Female",1152694,"Bachelor",2,"Student","R01","Urban","Married",3,1,"Owner","Apartment",9,1,"Car",23,1501,3,7.3,3,"Desktop",0,4,3.8,"Paid",166,NA,NA
28,"Female",374123,"Bachelor",5,"Retired","R01","Urban","Single",1,1,"Owner","House",10,1,"Car",28,0,2,8.8,3,"Mobile",0,2,2.4,"Organic",0,NA,NA
34,"Female",278055,"PhD",2,"Employed","R01","Urban","Married",1,1,"Renter","Apartment",6,0,"Public",16,0,6,11.1,2,"Mobile",0,5,4.9,"Organic",180,NA,NA
33,"Female",241373,NA,NA,"Employed","R12","Suburban","Single",2,1,"Renter","Townhouse",8,0,"Public",41,274,4,16.2,12,"Desktop",0,2,4.2,NA,106,NA,NA
41,"Male",329619,"HighSchool",4,"Employed","R01","Urban","Cohabiting",4,1,"Owner","Apartment",7,1,"Car",34,243,2,15.5,9,"Mobile",0,4,3.6,"Referral",518,NA,NA
27,"Female",263311,NA,NA,"SelfEmployed","R16","Rural","Married",1,1,"Owner","Townhouse",9,1,"Car",39,7,15,24.7,16,"Desktop",1,9,6.2,NA,761,NA,NA
27,"Female",756758,"Master",4,"Employed","R08","Suburban","Cohabiting",1,1,"Owner","Apartment",9,1,"Car",59,837,12,8.2,2,"Mobile",0,5,4.9,"Organic",127,NA,NA
41,"Male",515690,"Bachelor",4,"Employed","R01","Urban","Married",2,1,"Owner","House",9,1,"Car",38,641,3,8.3,1,"Desktop",0,3,2.3,"Organic",445,"None",NA
31,"Male",424825,"Bachelor",4,"Student","R01","Urban","Cohabiting",1,1,"Owner","Apartment",8,1,"Car",33,1634,6,3.5,5,"Desktop",0,6,4,"Organic",229,NA,722.4
30,"Female",456924,"HighSchool",4,"Employed","R01","Urban","Single",2,1,"Renter","Apartment",2,1,"Car",22,1682,3,5.6,3,"Mobile",0,1,0,"Organic",68,NA,NA
36,"Female",273211,"HighSchool",2,"SelfEmployed","R13","Rural","Cohabiting",1,1,"Renter","Other",7,1,"Car",44,0,8,12.6,7,"Desktop",0,13,5.4,"Referral",230,NA,NA
33,"Female",1639688,"Bachelor",4,"Employed","R02","Urban","Married",2,1,"Owner","House",6,1,"Car",41,2378,10,6.7,2,"Tablet",0,9,5,"Direct",386,NA,NA
53,"Female",702097,"Master",2,"Retired","R14","Rural","Cohabiting",3,1,"Renter","House",11,1,"Car",42,1049,5,5.4,3,"Tablet",0,3,1.5,"Direct",0,NA,NA
37,"Female",692650,"HighSchool",3,"Unemployed","R06","Suburban","Married",3,1,"Renter","Townhouse",8,1,"Car",44,729,5,7.1,3,"Tablet",0,2,1.3,"Paid",431,NA,891.9
36,"Male",494169,"Master",3,"Unemployed","R09","Suburban","Cohabiting",3,1,"Owner","House",12,1,"Car",36,0,7,8.8,4,"Mobile",2,5,6.2,"Direct",340,NA,NA
43,"Female",491178,"HighSchool",4,"Employed","R04","Urban","Married",2,1,"Owner","Apartment",7,1,"Car",44,0,2,5,3,"Mobile",0,5,2.9,"Organic",106,NA,NA
35,"Male",653379,"Bachelor",4,"Employed","R01","Urban","Cohabiting",2,1,"Owner","Apartment",11,1,"Car",32,2554,7,12.4,5,"Desktop",0,4,5,"Paid",0,NA,NA
35,"Female",571436,"Master",3,"Employed","R07","Suburban","Cohabiting",2,1,"Owner","House",4,1,"Car",28,1081,8,23.2,9,"Desktop",0,6,5.4,"Organic",274,NA,NA
28,"Female",691285,NA,1,"Student","R01","Urban",NA,1,1,"Owner","Apartment",9,1,"Car",40,1446,5,6.7,4,"Mobile",0,9,2.6,NA,1572,NA,NA
21,"Female",352389,"HighSchool",5,"SelfEmployed","R01","Urban","Single",0,0,"Renter","Apartment",3,1,"Car",30,0,4,7.1,4,"Desktop",0,3,2.2,"Paid",304,NA,381.4
27,"Female",905585,"Master",3,"Student","R01","Urban","Single",1,1,"Owner","Apartment",4,1,"Car",25,2361,10,6.2,2,"Mobile",0,7,3,"Organic",0,NA,NA
36,"Male",200113,NA,NA,"Student","R01","Urban","Single",1,1,"Owner","Apartment",11,0,"Bike",20,0,3,15,3,"Mobile",0,2,2.1,NA,355,NA,NA
28,"Female",1228505,"Bachelor",5,"Student","R01","Urban","Single",1,1,"Owner","Apartment",10,1,"Walk",20,776,3,9.1,3,"Desktop",0,3,1.6,"Organic",150,NA,NA
41,"Male",430118,"Bachelor",1,"Unemployed","R12","Suburban","Cohabiting",1,1,"Owner","House",12,1,"Car",37,0,6,7,1,"Mobile",0,7,4.1,"Direct",0,NA,NA
41,"Female",504281,"Master",3,"SelfEmployed","R05","Suburban","Cohabiting",0,0,"Owner","Apartment",12,1,"Car",25,562,5,6.6,2,"Tablet",0,4,1.7,"Referral",42,NA,NA
37,"Male",435833,"HighSchool",3,"Employed","R03","Urban","Married",0,0,"Owner","Apartment",8,1,"Car",32,836,3,3,2,"Desktop",0,3,1.6,"Organic",101,NA,NA
33,"Male",283035,"Master",1,"Unemployed","R02","Urban","Single",1,1,"Renter","Apartment",4,1,"Car",26,372,3,9.2,3,"Tablet",0,5,3.9,"Organic",25,NA,NA
26,"Male",348166,"HighSchool",3,"Retired","R02","Urban","Cohabiting",3,1,"Renter","Other",3,1,"Public",2,652,8,8.9,7,"Mobile",1,4,5.2,"Direct",434,NA,NA
33,"Female",1036178,"Bachelor",3,"SelfEmployed","R12","Suburban","Single",1,1,"Owner","House",13,1,"Car",37,1309,2,3.8,1,"Desktop",0,3,1.5,"Organic",157,NA,NA
32,"Male",1408001,"Bachelor",3,"Employed","R04","Urban","Cohabiting",2,1,"Owner","Apartment",10,1,"Car",22,5501,5,11.6,6,"Desktop",2,4,3.7,"Referral",0,"None",NA
40,"Male",251649,"HighSchool",5,"SelfEmployed","R07","Suburban","Married",3,1,"Owner","Other",12,1,"Car",33,852,7,7.7,3,"Mobile",0,8,2.8,"Organic",1034,NA,NA
47,"Female",547102,"Bachelor",5,"SelfEmployed","R10","Suburban","Married",1,1,"Owner","Apartment",12,0,"Car",54,690,9,19.5,13,"Mobile",2,7,4.4,"Organic",505,NA,NA
39,"Female",334807,"HighSchool",5,"Employed","R09","Suburban","Cohabiting",1,1,"Owner","Apartment",11,1,"Car",25,871,7,10.3,3,"Tablet",0,8,3.3,"Organic",81,NA,NA
27,"Male",472918,NA,NA,"Retired","R01","Urban","Single",1,1,"Other","House",7,1,"Bike",31,1001,4,8.8,1,"Desktop",0,4,2.1,NA,111,NA,614.3
51,"Female",545086,"Bachelor",4,"Employed","R18","Rural","Married",1,1,"Owner","Other",14,1,"Car",49,2067,7,8,3,"Mobile",0,5,4.4,"Referral",111,"Bird",NA
44,"Female",338530,"Bachelor",2,"Employed","R01","Urban","Cohabiting",1,1,"Renter","House",11,0,"Bike",23,535,6,5.3,3,"Mobile",0,2,2.6,"Referral",157,NA,NA
37,"Female",527033,"HighSchool",5,"SelfEmployed","R04","Urban","Married",1,1,"Owner","House",8,1,"Car",40,1644,2,5.9,3,"Mobile",0,3,4.2,"Organic",0,NA,NA
22,"Female",1126295,"Master",3,"SelfEmployed","R07","Suburban","Single",1,1,"Owner","Apartment",4,1,"Walk",39,680,7,13,6,"Desktop",0,4,4.6,"Organic",398,NA,398.7
28,"Female",248324,"Bachelor",2,"SelfEmployed","R15","Rural","Single",2,1,"Owner","House",8,1,"Car",59,205,6,12.2,4,"Desktop",0,6,4.7,"Organic",0,NA,NA
34,"Female",361561,"HighSchool",4,"Student","R17","Rural","Single",1,1,"Renter","House",0,0,"Car",33,957,5,12.7,2,"Desktop",0,2,2,"Organic",476,NA,NA
41,"Male",529913,"HighSchool",6,"Employed","R01","Urban","Cohabiting",1,1,"Renter","Apartment",13,1,"Car",27,588,6,8.3,4,"Desktop",0,5,5.8,"Organic",495,NA,NA
27,"Male",552600,"Master",4,"Employed","R02","Urban","Single",1,1,"Owner","House",8,0,"Bike",35,0,4,NA,1,"Mobile",0,3,2.7,"Organic",0,NA,NA
71,"Female",467042,"HighSchool",2,"Employed","R05","Suburban","Married",0,0,"Owner","House",16,0,"Car",42,0,5,8.9,5,"Desktop",0,3,4,"Referral",177,NA,NA
20,"Male",544515,"Master",6,"Retired","R01","Urban","Cohabiting",1,1,"Owner","Other",2,1,"Car",35,2184,4,NA,4,"Tablet",0,6,5.1,"Direct",298,NA,NA
33,"Male",411058,"Bachelor",1,"Employed","R02","Urban","Cohabiting",1,1,"Owner","Apartment",11,1,"Car",22,1092,10,8.4,3,"Tablet",0,5,2.8,"Paid",341,"None",NA
33,"Female",499565,"Bachelor",4,"Employed","R02","Urban","Single",0,0,"Owner","Apartment",5,1,"Car",41,828,1,6.6,2,"Mobile",0,4,2.1,"Paid",234,NA,NA
30,"Female",433314,NA,NA,"Student","R04","Urban","Married",1,1,"Owner","Apartment",9,1,"Car",23,812,4,7,2,"Mobile",1,6,4.2,NA,184,NA,NA
33,"Male",744934,"Master",3,"Employed","R01","Urban","Cohabiting",1,1,"Renter","Apartment",1,1,"Car",25,1096,1,3.7,0,"Mobile",0,1,0.9,"Direct",445,NA,NA
41,"Male",665175,"HighSchool",1,"Employed","R01","Urban","Married",2,1,"Owner","Apartment",8,0,"Public",17,0,0,4.4,2,"Mobile",0,3,0.4,"Organic",349,NA,NA
29,"Male",445300,"Bachelor",4,"Employed","R01","Urban","Cohabiting",2,1,"Owner","Apartment",5,1,"Car",14,907,7,4.4,2,"Mobile",0,2,3.6,"Organic",817,NA,NA
22,"Female",926549,"Master",1,"Employed","R01","Urban","Single",1,1,"Owner","Townhouse",4,1,"Remote",0,1134,2,6.6,4,"Desktop",0,2,2.3,"Referral",242,NA,NA
36,"Female",494210,"Other",2,"SelfEmployed","R01","Urban","Cohabiting",2,1,"Owner","Apartment",13,1,"Car",43,1380,8,12.4,5,"Desktop",0,5,4.4,"Referral",447,NA,NA
35,"Male",618685,"Bachelor",3,"Employed","R01","Urban","Single",0,0,"Renter","Townhouse",4,1,"Car",19,949,2,6.6,3,"Mobile",0,3,0.5,"Referral",296,NA,NA
35,"Female",510094,"HighSchool",1,"Employed","R05","Suburban","Cohabiting",2,1,"Owner","House",7,0,"Public",24,844,11,5.9,4,"Mobile",0,14,5.8,"Paid",310,NA,NA
41,"Male",321306,"HighSchool",5,"SelfEmployed","R03","Urban","Cohabiting",2,1,"Owner","Apartment",12,1,"Remote",0,1770,5,5.6,5,"Mobile",0,1,2.5,"Organic",0,"Cat",973.6
35,"Female",673821,"HighSchool",2,"SelfEmployed","R03","Urban","Married",1,1,"Owner","Apartment",5,1,"Car",32,640,2,4.6,2,"Mobile",0,1,1.5,"Direct",5,NA,NA
42,"Female",162629,"HighSchool",1,"Student","R01","Urban","Cohabiting",2,1,"Owner","Apartment",14,0,"Remote",0,0,5,6.7,5,"Mobile",0,2,3.4,"Direct",98,NA,NA
22,"Female",264158,"Bachelor",2,"Student","R01","Urban","Cohabiting",2,1,"Renter","Apartment",4,1,"Public",19,944,2,12.8,7,"Mobile",1,5,3.6,"Organic",482,NA,NA
NA,"Male",635519,NA,2,"SelfEmployed","R02","Urban","Single",1,1,"Renter","Townhouse",9,1,"Car",14,915,1,2.6,0,"Desktop",0,2,1.8,NA,148,NA,NA
38,"Male",890159,"Master",4,"Employed","R02","Urban","Married",3,1,"Owner","Apartment",11,1,"Car",15,971,9,10.2,1,"Desktop",1,7,3.4,"Direct",358,NA,NA
32,"Female",196458,"Bachelor",1,"Retired","R02","Urban","Cohabiting",1,1,"Owner","Townhouse",12,1,"Car",21,0,14,10.3,5,"Mobile",2,8,4.1,"Direct",330,NA,NA
43,"Male",862363,"Other",1,"Employed","R05","Suburban","Married",2,1,"Owner","Apartment",10,1,"Car",21,1926,4,7.8,7,"Desktop",0,5,1.6,"Direct",341,NA,NA
28,"Male",216036,"HighSchool",3,"Employed","R01","Urban","Cohabiting",1,1,"Owner","Apartment",7,1,"Car",32,878,4,12.2,5,"Mobile",0,3,0.6,"Paid",184,NA,NA
41,"Male",324171,"Bachelor",2,"Employed","R01","Urban","Cohabiting",0,0,"Owner","Apartment",12,1,"Car",29,522,13,12.5,7,"Tablet",1,5,4.5,"Organic",163,NA,NA
30,"Female",216594,"HighSchool",1,"Employed","R01","Urban","Cohabiting",2,1,"Owner","Apartment",10,0,"Public",37,1001,13,12.9,9,"Mobile",0,9,5.2,"Referral",331,NA,NA
27,"Male",407111,"Bachelor",5,"SelfEmployed","R01","Urban","Cohabiting",1,1,"Renter","Townhouse",2,1,"Car",29,578,7,6.7,3,"Tablet",0,6,3.6,"Direct",359,NA,NA
32,"Male",462328,"Master",3,"Employed","R04","Urban","Cohabiting",3,1,"Renter","Apartment",3,0,"Walk",26,959,5,12.2,3,"Desktop",0,3,2.8,"Direct",129,NA,771.4
35,"Female",564471,"Master",2,"Employed","R03","Urban","Cohabiting",0,0,"Owner","Apartment",3,1,"Car",35,551,1,5.9,2,"Desktop",0,1,1.6,"Organic",392,NA,NA
27,"Female",356721,"Bachelor",4,"Employed","R10","Suburban","Single",1,1,"Owner","House",8,0,"Car",30,892,3,5.3,4,"Mobile",0,7,3.4,"Organic",376,NA,NA
30,"Female",445162,"HighSchool",1,"Unemployed","R05","Suburban","Single",1,1,"Renter","Townhouse",6,1,"Public",67,0,9,9.7,7,"Mobile",0,3,3.7,"Paid",222,NA,687.2
27,"Male",531608,"HighSchool",3,"Retired","R02","Urban","Cohabiting",1,1,"Owner","Apartment",9,0,"Bike",10,677,11,5.7,1,"Mobile",0,3,2.2,"Organic",377,NA,NA
44,"Female",263595,NA,NA,"Unemployed","R01","Urban","Married",3,1,"Renter","Townhouse",8,0,"Bike",26,520,7,11.9,6,"Mobile",0,2,2.7,NA,0,"Fish",NA
41,"Male",306008,"HighSchool",2,"Employed","R18","Rural",NA,1,1,"Owner","House",11,1,"Car",50,0,6,7.1,3,"Desktop",0,2,2.6,NA,285,NA,NA
28,"Male",960434,NA,NA,"Retired","R01","Urban","Single",1,1,"Owner","Townhouse",10,0,"Car",13,2317,4,12.7,7,"Mobile",0,2,3.9,NA,0,NA,NA
40,"Male",88679,"Master",4,"Employed","R02","Urban","Married",1,1,"Owner","Townhouse",2,0,"Walk",34,341,3,6.4,1,"Desktop",0,8,2.7,"Organic",125,NA,NA
33,"Female",761247,"Bachelor",1,"Retired","R05","Suburban","Cohabiting",1,1,"Owner","House",8,0,"Car",36,1447,3,13.2,6,"Desktop",0,8,2.9,"Paid",0,NA,788.9
27,"Female",806147,"HighSchool",2,"Employed","R01","Urban","Single",1,1,"Renter","Apartment",7,1,"Car",32,0,4,10.9,1,"Mobile",0,10,2.8,"Organic",154,NA,NA
38,"Male",946032,"Bachelor",5,"Employed","R01","Urban","Married",2,1,"Renter","Apartment",10,1,"Public",10,2128,6,7,0,"Desktop",0,6,4.2,"Organic",254,NA,NA
33,"Male",360825,"HighSchool",6,"SelfEmployed","R01","Urban","Married",1,1,"Renter","Apartment",12,0,"Public",35,0,12,6.6,5,"Desktop",0,5,3.3,"Direct",126,NA,NA
42,"Female",714255,"Master",3,"Employed","R16","Rural","Single",2,1,"Owner","House",8,1,"Car",40,1365,2,2.8,0,"Desktop",0,2,0,"Direct",0,NA,1016
34,"Female",506609,"Bachelor",1,"Employed","R02","Urban","Single",1,1,"Owner","Apartment",14,0,"Public",40,0,3,6.4,1,"Desktop",0,3,2.1,"Organic",189,NA,NA
45,"Male",316828,"HighSchool",1,"Employed","R03","Urban","Cohabiting",3,1,"Renter","House",10,0,"Public",6,452,1,NA,3,"Mobile",0,2,3.1,"Paid",309,"Cat",NA
NA,"Male",609912,NA,2,"Retired","R02","Urban","Single",1,1,"Owner","Townhouse",7,1,"Car",6,1326,3,9,4,"Desktop",0,5,4.3,NA,0,NA,NA
37,"Female",551665,"Bachelor",2,"Employed","R10","Suburban","Married",3,1,"Owner","House",15,1,"Car",35,1614,4,12.8,7,"Desktop",0,7,3.6,"Organic",1007,NA,NA
38,"Male",363320,NA,NA,"Employed","R07","Suburban","Married",1,1,"Owner","House",10,1,"Car",15,494,10,21.5,7,"Desktop",0,8,4.6,NA,182,NA,NA
37,"Female",349393,"Bachelor",3,"Employed","R04","Urban","Single",2,1,"Owner","House",11,1,"Car",23,0,9,7.7,3,"Desktop",0,5,2.5,"Paid",420,NA,NA
37,"Male",388779,"Bachelor",3,"Retired","R16","Rural","Cohabiting",2,1,"Owner","House",10,1,"Car",41,304,7,12.6,5,"Mobile",0,4,0.8,"Direct",192,NA,NA
35,"Female",592909,"Bachelor",5,"Employed","R02","Urban","Cohabiting",2,1,"Owner","Apartment",9,0,"Public",36,3425,4,4.7,3,"Mobile",0,6,2.1,"Organic",222,NA,NA
34,"Female",437227,"Other",3,"Unemployed","R05","Suburban","Single",2,1,"Owner","Apartment",8,1,"Walk",37,650,2,10.4,2,"Mobile",2,5,2.1,"Direct",0,NA,NA
47,"Female",213910,"HighSchool",1,"Employed","R11","Suburban","Married",2,1,"Owner","House",13,0,"Bike",45,397,7,8.9,4,"Mobile",0,3,2.4,"Paid",209,NA,NA
43,"Male",533237,NA,3,"Student","R01","Urban",NA,3,1,"Renter","Townhouse",9,1,"Public",40,1027,2,NA,7,"Tablet",0,2,4.6,NA,1003,NA,NA
31,"Female",367749,"HighSchool",2,"Student","R06","Suburban","Cohabiting",1,1,"Renter","House",5,0,"Public",37,620,2,9.7,6,"Mobile",0,6,4.3,"Organic",0,NA,NA
48,"Female",683821,"Bachelor",2,"Student","R06","Suburban","Married",2,1,"Owner","House",10,1,"Car",45,515,2,10.7,2,"Mobile",1,4,2.6,"Organic",226,NA,NA
36,"Male",231463,"HighSchool",3,"SelfEmployed","R02","Urban","Cohabiting",2,1,"Renter","Townhouse",6,1,"Bike",12,183,1,7.3,3,"Desktop",0,4,6.2,"Organic",0,NA,NA
30,"Female",157518,"HighSchool",4,"Student","R07","Suburban","Cohabiting",1,1,"Renter","Townhouse",5,0,"Car",21,0,3,6.5,0,"Mobile",0,4,1.8,"Paid",197,NA,NA
36,"Female",342231,"Master",4,"Unemployed","R11","Suburban","Married",2,1,"Renter","Other",14,1,"Car",25,1039,11,7.2,4,"Mobile",0,8,3,"Organic",304,NA,NA
